"SLCO2A1","SLCO2A1_level","la_score"
0,"-",0.231709802323212
0,"-",0.23476665987365
0,"-",0
0,"-",0
0,"-",0.390666394945996
0,"-",0.619115549215407
0,"-",0.826981862645201
0,"-",0
1.70926277259295,"+",0
0,"-",0.458121051558997
0,"-",0
0,"-",0
0,"-",0.254126757693092
2.37172045291215,"+",0.811086203382922
1.22067836431938,"+",0.322192785816181
0,"-",0.457917261055635
1.07441126367457,"+",0.172610556348074
1.11068989313926,"+",0.459343794579173
2.56126498117212,"+",0
1.59581825460255,"+",0
0,"-",0.154065620542083
0,"-",0.301609944976564
1.66547124153566,"+",0
0,"-",0
1.69993758139224,"+",0.316894232728755
0,"-",0.410841654778887
0,"-",0.866313429794172
0,"-",0.359486447931526
0,"-",0
0,"-",0.42388424699409
0,"-",0.255349500713267
1.56265026762387,"+",0.230283268799674
1.42685041334806,"+",0
0,"-",0
0,"-",0
0,"-",0.722029753413491
1.32628348285572,"+",0.288567352761361
0,"-",0.369472182596291
0,"-",0
0,"-",0.463827185653149
0,"-",0.406154473201549
2.07004853471723,"+",0.168127165274098
0,"-",0
0,"-",0.517424088037497
0,"-",0.33014061544732
1.71000434612725,"+",0.15304666802527
0,"-",0.363154676992052
0,"-",0.0908905644996943
0,"-",0
0,"-",0
1.11874354523303,"+",0
1.72273374137272,"+",0.185449358059914
0,"-",0.912573874057469
1.88551008878341,"+",0
1.50684451275357,"+",0.731811697574893
0,"-",0
0,"-",0.206847360912981
2.13764341491566,"+",0.383941308335032
1.50493352789445,"+",0
1.91034154607757,"+",0.325453433869982
1.28881004933044,"+",0.464030976156511
1.4935867112408,"+",0.654371306297127
0,"-",0
0,"-",0
0,"-",0.580802934583248
0,"-",0.406765844711636
0,"-",0.559201141226819
2.17530589162857,"+",0
0,"-",0.0882412879559813
0,"-",0
2.90043927573264,"+",0
0.992647725876242,"+",0.51844304055431
0.790316503506941,"+",0.603219889953128
0,"-",0.10821275728551
1.11708103740762,"+",0
0,"-",0.444467087833707
1.31153428591078,"+",0
1.4121146041789,"+",0.434481353168942
0,"-",0
0,"-",0
0,"-",0
0.853594675203149,"+",0.372121459140004
0,"-",0.395964948033422
0,"-",0
0,"-",0.779091094355003
1.07149945912718,"+",0.41104544528225
0,"-",0.0953739555736703
1.68522662049341,"+",0.269411045445282
0,"-",0.630527817403709
1.38817229594409,"+",0.204198084369268
1.40534255609059,"+",0.414713674342776
0,"-",0.44630120236397
0,"-",0.206847360912981
0,"-",0
1.50534254219343,"+",0
1.64407838502668,"+",0.796617077644182
1.32203090531207,"+",0
1.28152637812289,"+",0.419808436926839
0,"-",0
0,"-",0.608518443040554
0,"-",0.00183411453026289
0.690706150130221,"+",0
0,"-",0
1.0678525619653,"+",0
0,"-",0
0,"-",0.430405543101691
0,"-",0.313837375178317
1.49198218364805,"+",0.449561850417771
0,"-",0.907682901976768
1.94537156698197,"+",0.754432443448135
0.874478263301999,"+",0.323415528836356
0,"-",0.583859792133687
0,"-",0.406969635214999
1.19037969098343,"+",0.622172406765845
0,"-",0
0,"-",0.336254330548196
0,"-",0
0,"-",0
0,"-",0.333808844507846
0.995005484324552,"+",0.403708987161198
0.83706836163219,"+",0.173221927858162
1.03986045488335,"+",0.0747911147340534
1.88717147424948,"+",0.381292031791319
1.02622448069814,"+",0.381292031791319
1.12840990722079,"+",0
0,"-",0.279396780110047
0,"-",0
0,"-",0.295903810882413
0,"-",0.0271041369472183
0,"-",0
1.72842448478161,"+",0
0,"-",0.654575096800489
0,"-",0
0,"-",0
2.19509408385393,"+",0
0,"-",0.447727735887508
0.95369363118436,"+",0
0,"-",0.714081923782352
0,"-",0
0,"-",0
0,"-",0
1.76477720932112,"+",0.625433054819645
0,"-",0
0,"-",0.190747911147341
0,"-",0.454656613001834
0,"-",0.329529243937233
1.66027520171672,"+",0.298960668432851
0,"-",0.0444263297330344
0,"-",0.393111880986346
0,"-",0
0,"-",0.389036070919095
1.59990646616855,"+",0.0226207458732423
0,"-",0.738536784185857
0,"-",0.400040758100673
0,"-",0
1.48772323750969,"+",0.0670470756062767
0,"-",0
0,"-",0.268188302425107
0,"-",0
0,"-",0
0,"-",0.706337884654575
0,"-",0.402078663134298
0,"-",0
2.59249886621285,"+",0.316894232728755
2.42703432451869,"+",0
0,"-",0
2.29434673226866,"+",0.428979009578154
3.31382471123811,"+",0
0.974416455130659,"+",0.0658243325861015
1.85908345450476,"+",0.649276543713063
0,"-",0.809455879356022
0,"-",0.637456694518035
0,"-",0
0,"-",0
1.95479104894925,"+",0.369675973099654
0,"-",0
1.57447182130889,"+",0.396168738536784
0,"-",0
0,"-",0.495007132667618
0,"-",0.262685958834318
0,"-",0.345424903199511
1.68558462127767,"+",0.731811697574893
0.95996441793694,"+",0.159160383126146
0,"-",0.313429794171592
1.65426288033746,"+",0.000203790503362543
0,"-",0
0,"-",0.224577134705523
0.877503754371417,"+",0.475647034848176
1.19937253134944,"+",0
0,"-",0.464234766659874
0.665675954741704,"+",0
2.47896920370852,"+",0.276543713062971
0,"-",0.43509272467903
1.54081181153626,"+",0.461993071122886
1.21798979247563,"+",0.305685755043815
2.30487687063903,"+",0.48400244548604
0,"-",0
0,"-",0
0,"-",0.120236396983901
0,"-",0.434073772162217
0,"-",0
0,"-",0
1.3037610757724,"+",0
2.07065390954384,"+",0
0,"-",0.723252496433666
0,"-",0.0662319135928266
0,"-",0
1.44764588007413,"+",0
0,"-",0.655186468310577
1.62138413570584,"+",0.513959649480334
0,"-",0.423272875484002
0,"-",0
0,"-",0.235989402893825
0,"-",0.449358059914408
1.97831228314442,"+",0
0,"-",0
0,"-",0
0,"-",0
0.537542196776202,"+",0.133686570205828
1.82895755035911,"+",0
1.45072230183774,"+",0.837782759323416
2.0300387690405,"+",0.0505400448339107
0,"-",0.668229060525779
1.48033854208288,"+",0.298145506419401
0,"-",0
0.805551412234998,"+",0.661503973914816
2.82721013683314,"+",0
0.774097414926284,"+",0.402893825147748
0,"-",0.753617281434685
0,"-",0.242306908498064
0.57462138135221,"+",0.698390055023436
1.48666297180747,"+",0.381699612798044
0,"-",0.281842266150397
1.40002490112502,"+",0
0.913927265754746,"+",0.779091094355003
0,"-",0
1.43899788613906,"+",0.428775219074791
0,"-",0.310780517627879
1.37191841883634,"+",0
0,"-",0
0,"-",0.336050540044834
1.87095651088925,"+",0
0,"-",0
0,"-",0
0,"-",0
2.14643367206788,"+",0.221724067658447
1.10620284032759,"+",0.147136743427756
0,"-",0
1.67881431977764,"+",0.397799062563685
0,"-",0
1.54196587402734,"+",0.0851844304055431
1.97992464839771,"+",0
1.99294852323313,"+",0.398614224577135
1.13381261020535,"+",0.0203790503362543
0,"-",0.113103729366212
1.35695258176502,"+",0.220297534134909
1.34214776698031,"+",0
0.636281716570124,"+",0
0,"-",0.261463215814143
0.848671644232342,"+",0
0,"-",0
0,"-",0
0,"-",0.364377420012227
1.51537695203021,"+",0.179743223965763
0,"-",0.632769512940697
0,"-",0
0.922150536601843,"+",0.787242714489505
0,"-",0
0,"-",0.285714285714286
1.22933778100909,"+",0.301406154473202
0,"-",0.223354391685347
1.99596488433083,"+",0.44548604035052
1.69007542829954,"+",0.62257998777257
0,"-",0.248216833095578
0.867851480288264,"+",0.00876299164458936
1.58416481750379,"+",0.809048298349297
0,"-",0
0,"-",0
1.06622654001832,"+",0.445282249847157
1.36254761027367,"+",0.265131444874669
0,"-",0
0,"-",0.420827389443652
0,"-",0
0,"-",0
0,"-",0.261870796820868
0,"-",0.282453637660485
0,"-",0
0.83706836163219,"+",0.657631954350927
0,"-",0.379254126757693
0,"-",0.364785001018953
0,"-",0.326268595883432
0,"-",0
0.724947445201725,"+",0
0,"-",0.650091705726513
2.60315277276314,"+",0
0,"-",0
0.991971214167995,"+",0.755655186468311
2.19120286332434,"+",0.45832484206236
1.12138703547853,"+",0.320358671285918
0,"-",0
0,"-",0
0,"-",0.103525575708172
0,"-",0.62502547381292
0,"-",0
1.04389735703126,"+",0.456898308538822
1.29908907764106,"+",0.175667413898512
2.13435161104235,"+",0.378031383737518
0,"-",0
0,"-",0
2.50244638918381,"+",0.283880171184023
1.3821090037397,"+",0.00163032402690035
1.78553667378979,"+",0.347259017729774
0,"-",0.145098838394131
1.07785165271537,"+",0.595883431832077
0,"-",0
1.67881431977764,"+",0
1.25153417006582,"+",0.85816180965967
0,"-",0
1.2442571049076,"+",0.366619115549215
0,"-",0
0,"-",0.718972895863053
0,"-",0
1.18044069562251,"+",0.219686162624822
1.42624930264813,"+",0.366822906052578
0,"-",0.422865294477277
1.85486502345797,"+",0.403708987161198
0.825362931298481,"+",0.498675361728143
0,"-",0.386386794375382
0,"-",0.572243733442022
1.50058699183651,"+",0.0535969023843489
1.86724712895827,"+",0.343386998165885
1.69604849673951,"+",0.424088037497453
0.903581827259103,"+",0
0.750327327084766,"+",0
0,"-",0.452822498471571
2.26160186449607,"+",0
0,"-",0.740778479722845
2.95138147019881,"+",0
0,"-",0.441410230283269
1.21648329441472,"+",0.163847564703485
1.35332273838156,"+",0
0,"-",0
0,"-",0.344609741186061
1.54864191617103,"+",0.385164051355207
1.47981436173691,"+",0.42306908498064
0,"-",0
1.66148407035112,"+",0
0,"-",0
0,"-",0.287548400244549
0,"-",0
0,"-",0.345832484206236
0.693597484522724,"+",0.756877929488486
0,"-",0.667413898512329
0,"-",0.359894028938251
0,"-",0
0,"-",0.147951905441206
0,"-",0.479722844915427
0,"-",0.464030976156511
1.69061629995442,"+",0.81332789891991
2.38124472162295,"+",0
1.1253079191313,"+",0
1.66477614270494,"+",0.813531689423273
0,"-",0
1.29157767271088,"+",0.30446301202364
0,"-",0.661096392908091
1.57180616893522,"+",0.285714285714286
1.9888545012144,"+",0
1.02553566264991,"+",0.171999184837987
3.08476409300719,"+",0.412879559812513
1.99789063329586,"+",0
0,"-",0.462604442632973
1.87890179222575,"+",0.362135724475239
0,"-",0
1.35866849729655,"+",0.279396780110047
1.9174857665439,"+",0.374363154676992
0,"-",0.469737110250662
0,"-",0.298553087426126
0,"-",0.284287752190748
0,"-",0.195027511717954
0,"-",0
1.99349606324269,"+",0
0,"-",0.42469940900754
0,"-",0.448135316894233
0,"-",0.903199510902792
0,"-",0.364988791522315
2.46605184902437,"+",0
1.13153083734248,"+",0
0,"-",0.463012023639698
0,"-",0.403505196657836
0,"-",0.320766252292643
0,"-",0.153454249031995
0,"-",0
0.90201236079608,"+",0.135520684736091
1.55494524534727,"+",0.803342164255146
0,"-",0.865090686773996
0,"-",0
0,"-",0
0,"-",0.386590584878745
1.12082936712781,"+",0.436926839209293
2.06763174829063,"+",0.444670878337069
0,"-",0
2.15701118679634,"+",0.0951701650703077
1.70815189712004,"+",0.419400855920114
1.36341309802558,"+",0
0,"-",0.382107193804769
1.78141811543332,"+",0
0,"-",0.272671693499083
0,"-",0.319543509272468
1.03020477865857,"+",0.561646627267169
2.00286504198279,"+",0
2.31780055628332,"+",0
0,"-",0.393927042999796
2.41907080164453,"+",0.370491135113104
2.26083196636483,"+",0.866517220297534
0,"-",0
2.36390262721311,"+",0.131852455675566
0,"-",0.322396576319543
0,"-",0
1.61125371575819,"+",0.374159364173629
0,"-",0
0,"-",0.198491950275117
0,"-",0.464642347666599
0,"-",0.406969635214999
0,"-",0
0,"-",0
0,"-",0.748930099857347
0,"-",0.306500917057265
0.964361830334073,"+",0
0,"-",0.371917668636642
0,"-",0.421642551457102
0,"-",0.391277766456083
0,"-",0.463623395149786
1.67999727073625,"+",0
0,"-",0
0,"-",0.453230079478296
0,"-",0.355614428367638
0,"-",0
0,"-",0.279396780110047
0,"-",0.753617281434685
0,"-",0.836152435296515
1.85168883456166,"+",0
0,"-",0.284899123700836
1.75719615890468,"+",0.292643162828612
0,"-",0.40065212961076
0,"-",0.468106786223762
0,"-",0.272264112492358
0,"-",0.159771754636234
0,"-",0.42551457102099
0,"-",0.488078255553291
0,"-",0
0,"-",0
0,"-",0
0,"-",0
0,"-",0
0,"-",0
0,"-",0.21234970450377
0,"-",0
0,"-",0.429794171591604
0,"-",0.323415528836356
0,"-",0
0,"-",0.384145098838394
0,"-",0.478500101895252
0,"-",0.390666394945996
0,"-",0.752190747911147
0,"-",0
0,"-",0
0,"-",0.433054819645405
0,"-",0.433666191155492
0,"-",0.429182800081516
0,"-",0
1.17903590255675,"+",0.313837375178317
2.29971015090845,"+",0
1.44615474904357,"+",0
0,"-",0.396372529040147
0,"-",0.164866517220298
0,"-",0.336661911554922
2.30004653591173,"+",0.287955981251274
2.18382640423796,"+",0
2.74717732949102,"+",0
0,"-",0.356837171387813
0,"-",0.560016303240269
0,"-",0.451192174444671
1.46173865480454,"+",0
0,"-",0
0,"-",0
0,"-",0
1.62432251016154,"+",0.432443448135317
0,"-",0.446097411860607
0,"-",0
0,"-",0
0,"-",0
0,"-",0.323415528836356
1.46916396212335,"+",0.267373140411657
0,"-",0
0,"-",0
1.19309371701908,"+",0
1.16534163265356,"+",0.653148563276951
1.18562366565774,"+",0.317913185245568
1.28397534248411,"+",0
0,"-",0
0,"-",0
0,"-",0.319135928265743
2.75403531434403,"+",0
2.04445529368525,"+",0.419400855920114
1.57286507546973,"+",0
0,"-",0
0,"-",0.418585693906664
0,"-",0.360301609944977
0,"-",0.756877929488486
2.07004853471723,"+",0.344609741186061
1.74656133085108,"+",0.209496637456695
0,"-",0
0,"-",0.231506011819849
0,"-",0
1.82240538127408,"+",0.386386794375382
0,"-",0.406765844711636
1.93097436563771,"+",0.446708783370695
0,"-",0.422661503973915
0,"-",0.312818422661504
0,"-",0
0,"-",0.349908294273487
1.57150393782054,"+",0.326879967393519
1.99185462510597,"+",0.428775219074791
2.4794699915835,"+",0
2.41395803210652,"+",0.424088037497453
0,"-",0
1.43801721308982,"+",0
0,"-",0.698797636030161
2.558420448548,"+",0.418585693906664
1.64273195559189,"+",0.646015895659262
0,"-",0.323823109843081
0,"-",0.359690238434889
0,"-",0.343386998165885
0,"-",0
1.52910001603342,"+",0.431424495618504
0,"-",0
0,"-",0.425106990014265
0,"-",0.241899327491339
0,"-",0.417566741389851
2.16858883633388,"+",0.467087833706949
1.12784450598098,"+",0.344405950682698
0,"-",0.628286121866721
1.52910001603342,"+",0
0,"-",0.783778275932342
0,"-",0
2.22030946179844,"+",0
0,"-",0
0,"-",0
0,"-",0.421234970450377
2.16550769529511,"+",0
1.86817271522586,"+",0.443855716323619
0,"-",0
0,"-",0.389239861422458
1.34214776698031,"+",0.222131648665172
0,"-",0.455675565518647
1.10545887199763,"+",0
2.27384677730588,"+",0.451803545954759
0,"-",0.862645200733646
0,"-",0.462808233136336
0,"-",0
0,"-",0
1.63554053633674,"+",0
0,"-",0.31730181373548
1.93476489160847,"+",0.189321377623803
0,"-",0
2.19014490174816,"+",0
2.76791363191079,"+",0
0,"-",0
3.05666665395977,"+",0.416955369879764
1.38188561121774,"+",0.20990421846342
1.26686859497232,"+",0.320766252292643
0,"-",0
2.44945308246322,"+",0.441817811289994
0,"-",0.465865090686774
0.671100261666965,"+",0.603016099449766
1.67916899080944,"+",0
0,"-",0.430201752598329
0,"-",0
1.71858985852962,"+",0.305685755043815
1.54922570093006,"+",0.45669451803546
0,"-",0
1.74577992111071,"+",0.448135316894233
0,"-",0.367434277562666
0,"-",0.309557774607703
0,"-",0
0,"-",0.841654778887304
0,"-",0.808233136335847
0,"-",0
0,"-",0.372732830650092
0,"-",0
0,"-",0.449154269411045
2.37790987685011,"+",0.203179131852456
0,"-",0
0,"-",0
0,"-",0.472590177297738
2.15128513773342,"+",0
0,"-",0.356225799877726
0,"-",0.418993274913389
1.62563259835408,"+",0
1.36406304436939,"+",0.284695333197473
1.82501912224963,"+",0
0,"-",0
2.39698667742422,"+",0
2.93773767990245,"+",0
2.09027912958187,"+",0
1.86909947255371,"+",0
0,"-",0
0,"-",0
0,"-",0
0,"-",0.293458324842062
0,"-",0.312818422661504
1.76177496751546,"+",0.394130833503159
0,"-",0.349500713266762
2.30470283096082,"+",0
0,"-",0.38618300387202
0,"-",0
1.50985911457773,"+",0.465661300183411
0,"-",0
0,"-",0
0,"-",0.451192174444671
0,"-",0.467699205217037
0,"-",0.463827185653149
0,"-",0
1.91156841590416,"+",0.336661911554922
0,"-",0.824332586101488
0,"-",0.198084369268392
0,"-",0.191155492154066
0,"-",0.0857958019156307
0.868172262432296,"+",0.430609333605054
