Sender,Metabolite,Metabolite_Name,Receiver,Sensor,Commu_Score,metabolite_prop_in_sender,sensor_prop_in_receiver,Annotation,ztest_stat,ztest_pval,ttest_stat,ttest_pval,ranksum_test_stat,ranksum_test_pval,permutation_test_stat,permutation_test_pval,ztest_fdr,ttest_fdr,ranksum_test_fdr,permutation_test_fdr
Oligo,HMDB0015531,Iron,pDC,TFRC,1.943092811,1,0.217189315,Receptor,-319.3777485,0,-10.09456517,3.50E-23,-1.730321351,0.041786439,0,0,0,3.59E-22,0.12528449,0
Mast,HMDB0015531,Iron,pDC,TFRC,1.852743424,1,0.217189315,Receptor,-291.9056019,0,-9.226253665,8.12E-20,-1.730321351,0.041786439,0,0,0,7.64E-19,0.12528449,0
Fibro,HMDB0015531,Iron,pDC,TFRC,1.547339192,0.997742664,0.217189315,Receptor,-187.8631909,0,-5.937787567,1.99E-09,-1.730321351,0.041786439,0,0,0,1.16E-08,0.12528449,0
NK,HMDB0000123,Glycine,Myeloid,SLC36A1,0.013419006,0.178666667,0.068,Transporter,-364.8623493,0,-11.53219591,2.83E-29,-1.730321351,0.041786439,0,0,0,3.39E-28,0.12528449,0
Myeloid,HMDB0000123,Glycine,Epi,SLC36A1,0.014474466,0.669333333,0.017333333,Transporter,-411.4653317,0,-13.0051753,3.88E-36,-1.730321351,0.041786439,0,0,0,5.27E-35,0.12528449,0
pDC,HMDB0015531,Iron,pDC,TFRC,1.435362542,0.99883856,0.217189315,Receptor,-143.9921835,0,-4.551157641,3.00E-06,-1.730321351,0.041786439,0,0,0,1.37E-05,0.12528449,0
Myeloid,HMDB0015531,Iron,Myeloid,TFRC,5.11687687,1,0.445333333,Receptor,-3628.63413,0,-114.6901557,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Oligo,HMDB0015531,Iron,Myeloid,TFRC,4.478555425,1,0.445333333,Receptor,-2955.029214,0,-93.39954058,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Mast,HMDB0015531,Iron,Myeloid,TFRC,4.2703439,1,0.445333333,Receptor,-2981.504432,0,-94.2363422,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Epi,HMDB0015531,Iron,Myeloid,TFRC,4.111831265,0.995,0.445333333,Receptor,-2833.173384,0,-89.54804615,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Fibro,HMDB0015531,Iron,Myeloid,TFRC,3.56635378,0.997742664,0.445333333,Receptor,-2347.124255,0,-74.1855025,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
pDC,HMDB0015531,Iron,Myeloid,TFRC,3.309201737,0.99883856,0.445333333,Receptor,-2033.808805,0,-64.28254824,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Endo,HMDB0015531,Iron,Myeloid,TFRC,3.103519494,0.994304699,0.445333333,Receptor,-1892.187664,0,-59.8063321,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
NK,HMDB0015531,Iron,Myeloid,TFRC,2.94024434,0.992166667,0.445333333,Receptor,-1775.995254,0,-56.13384124,1.691191816298e-311,-1.730321351,0.041786439,0,0,0,0.00E+00,0.12528449,0
T,HMDB0001358,Retinal,NK,RARG,0.015357161,0.281666667,0.012833333,Nuclear Receptor,-436.1444014,0,-13.78520609,5.26E-40,-1.730321351,0.041786439,0,0,0,7.64E-39,0.12528449,0
Oligo,HMDB0000122,D-Glucose,Myeloid,SLC2A6,0.149690121,0.508396947,0.158166667,Transporter,-772.893938,0,-24.42884097,5.17E-104,-1.730321351,0.041786439,0,0,0,1.53E-102,0.12528449,0
Epi,HMDB0001358,Retinal,Fibro,RARG,0.181552165,0.596333333,0.159819413,Nuclear Receptor,-2140.705871,0,-67.66124137,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Oligo,HMDB0001358,Retinal,Fibro,RARG,0.150723202,0.432061069,0.159819413,Nuclear Receptor,-671.3411799,0,-21.21906527,4.43E-83,-1.730321351,0.041786439,0,0,0,1.08E-81,0.12528449,0
pDC,HMDB0000673,Linoleic acid,Myeloid,TRPV4,0.03163003,0.730545877,0.043333333,Receptor,-976.0864229,0,-30.85114118,1.20E-147,-1.730321351,0.041786439,0,0,0,4.66E-146,0.12528449,0
Oligo,HMDB0000122,D-Glucose,Myeloid,SLC2A1,0.084769838,0.508396947,0.067666667,Transporter,-396.8700274,0,-12.54386185,6.33E-34,-1.730321351,0.041786439,0,0,0,8.26E-33,0.12528449,0
Epi,HMDB0000673,Linoleic acid,Epi,TRPV4,0.014766536,0.727333333,0.02,Receptor,-410.5649219,0,-12.97671607,5.33E-36,-1.730321351,0.041786439,0,0,0,7.22E-35,0.12528449,0
pDC,HMDB0000673,Linoleic acid,Epi,TRPV4,0.013070701,0.730545877,0.02,Receptor,-290.9454849,0,-9.195907267,1.05E-19,-1.730321351,0.041786439,0,0,0,9.87E-19,0.12528449,0
Endo,HMDB0000673,Linoleic acid,Epi,TRPV4,0.012009375,0.589463692,0.02,Receptor,-276.5923299,0,-8.742247428,4.76E-18,-1.730321351,0.041786439,0,0,0,4.22E-17,0.12528449,0
Myeloid,HMDB0000673,Linoleic acid,Epi,TRPV4,0.011687606,0.593166667,0.02,Receptor,-280.3548813,0,-8.861170304,1.78E-18,-1.730321351,0.041786439,0,0,0,1.61E-17,0.12528449,0
Fibro,HMDB0000673,Linoleic acid,Epi,TRPV4,0.011383962,0.603611738,0.02,Receptor,-265.3610747,0,-8.387261402,8.40E-17,-1.730321351,0.041786439,0,0,0,7.06E-16,0.12528449,0
T,HMDB0000673,Linoleic acid,Myeloid,TRPV4,0.009481106,0.219333333,0.043333333,Receptor,-183.8506423,0,-5.810963034,4.17E-09,-1.730321351,0.041786439,0,0,0,2.38E-08,0.12528449,0
Mast,HMDB0000673,Linoleic acid,Epi,TRPV4,0.008722962,0.471162123,0.02,Receptor,-150.4291893,0,-4.754611936,1.14E-06,-1.730321351,0.041786439,0,0,0,5.41E-06,0.12528449,0
Fibro,HMDB0006219,13-cis-Retinoic acid,Oligo,RXRB,0.897031565,0.441309255,0.13129771,Nuclear Receptor,-844.2137323,0,-26.68304407,3.69E-119,-1.730321351,0.041786439,0,0,0,1.19E-117,0.12528449,0
pDC,HMDB0001358,Retinal,NK,RARG,0.01029632,0.284552846,0.012833333,Nuclear Receptor,-152.8024883,0,-4.829624742,7.91E-07,-1.730321351,0.041786439,0,0,0,3.79E-06,0.12528449,0
NK,HMDB0001358,Retinal,Myeloid,RARG,0.010123005,0.2615,0.019333333,Nuclear Receptor,-360.5205904,0,-11.39496603,1.15E-28,-1.730321351,0.041786439,0,0,0,1.36E-27,0.12528449,0
B,HMDB0001358,Retinal,T,RARG,0.009045173,0.167833333,0.0185,Nuclear Receptor,-361.3040793,0,-11.41972975,8.91E-29,-1.730321351,0.041786439,0,0,0,1.06E-27,0.12528449,0
Epi,HMDB0001358,Retinal,T,RARG,0.029344179,0.596333333,0.0185,Nuclear Receptor,-581.1322318,0,-18.36783312,1.91E-65,-1.730321351,0.041786439,0,0,0,3.89E-64,0.12528449,0
NK,HMDB0001358,Retinal,Fibro,RARG,0.102674766,0.2615,0.159819413,Nuclear Receptor,-1350.398328,0,-42.68200897,1.05E-227,-1.730321351,0.041786439,0,0,0,6.50E-226,0.12528449,0
Epi,HMDB0001358,Retinal,Epi,RARG,0.086788245,0.596333333,0.109166667,Nuclear Receptor,-1176.160518,0,-37.17487852,6.50E-191,-1.730321351,0.041786439,0,0,0,3.33E-189,0.12528449,0
Epi,HMDB0001358,Retinal,Endo,RARG,0.078206104,0.596333333,0.060749881,Nuclear Receptor,-886.5512629,0,-28.02120543,2.93E-128,-1.730321351,0.041786439,0,0,0,9.97E-127,0.12528449,0
Endo,HMDB0000123,Glycine,Epi,SLC36A1,0.009655506,0.459895586,0.017333333,Transporter,-146.29937,0,-4.624080833,2.13E-06,-1.730321351,0.041786439,0,0,0,9.87E-06,0.12528449,0
Endo,HMDB0000123,Glycine,Oligo,SLC36A1,0.030418038,0.459895586,0.025954198,Transporter,-379.1049618,0,-11.98236183,2.62E-31,-1.730321351,0.041786439,0,0,0,3.27E-30,0.12528449,0
Myeloid,HMDB0000123,Glycine,Fibro,SLC36A1,0.027940139,0.669333333,0.022121896,Transporter,-922.1154811,0,-29.14528286,6.06E-136,-1.730321351,0.041786439,0,0,0,2.18E-134,0.12528449,0
Oligo,HMDB0000122,D-Glucose,pDC,SLC2A3,0.149223511,0.508396947,0.117305459,Transporter,-150.244108,0,-4.748762076,1.17E-06,-1.730321351,0.041786439,0,0,0,5.56E-06,0.12528449,0
Endo,HMDB0000122,D-Glucose,B,SLC2A3,0.153401524,0.35168486,0.3645,Transporter,-287.4424128,0,-9.085185749,2.71E-19,-1.730321351,0.041786439,0,0,0,2.51E-18,0.12528449,0
Epi,HMDB0000538,Adenosine triphosphate,Oligo,P2RX7,0.103767458,0.582166667,0.20610687,Receptor,-2644.05154,0,-83.57047636,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Endo,HMDB0000122,D-Glucose,Endo,SLC2A3,0.142987244,0.35168486,0.340768866,Transporter,-272.5313848,0,-8.613893227,1.36E-17,-1.730321351,0.041786439,0,0,0,1.18E-16,0.12528449,0
Endo,HMDB0000122,D-Glucose,Myeloid,SLC2A3,0.141208121,0.35168486,0.445,Transporter,-271.013874,0,-8.565929299,2.01E-17,-1.730321351,0.041786439,0,0,0,1.73E-16,0.12528449,0
Endo,HMDB0000122,D-Glucose,NK,SLC2A3,0.133975361,0.35168486,0.287,Transporter,-262.2086577,0,-8.287623029,1.85E-16,-1.730321351,0.041786439,0,0,0,1.54E-15,0.12528449,0
Fibro,HMDB0000122,D-Glucose,T,SLC2A3,0.243256618,0.439277652,0.370333333,Transporter,-578.8641531,0,-18.29614601,5.11E-65,-1.730321351,0.041786439,0,0,0,1.04E-63,0.12528449,0
Fibro,HMDB0000122,D-Glucose,Fibro,SLC2A3,0.230416784,0.439277652,0.428216704,Transporter,-555.3969037,0,-17.5544172,1.23E-60,-1.730321351,0.041786439,0,0,0,2.35E-59,0.12528449,0
Fibro,HMDB0000122,D-Glucose,B,SLC2A3,0.230266405,0.439277652,0.3645,Transporter,-553.8194931,0,-17.50456002,2.41E-60,-1.730321351,0.041786439,0,0,0,4.57E-59,0.12528449,0
Endo,HMDB0000122,D-Glucose,Epi,SLC2A3,0.036379434,0.35168486,0.105166667,Transporter,-146.319239,0,-4.624708831,2.12E-06,-1.730321351,0.041786439,0,0,0,9.84E-06,0.12528449,0
Endo,HMDB0000122,D-Glucose,pDC,SLC2A3,0.032680056,0.35168486,0.117305459,Transporter,-139.7544146,0,-4.417214578,5.54E-06,-1.730321351,0.041786439,0,0,0,2.46E-05,0.12528449,0
Endo,HMDB0000122,D-Glucose,T,SLC2A3,0.162055494,0.35168486,0.370333333,Transporter,-295.7547058,0,-9.347912201,2.84E-20,-1.730321351,0.041786439,0,0,0,2.70E-19,0.12528449,0
Endo,HMDB0000122,D-Glucose,Fibro,SLC2A3,0.153501706,0.35168486,0.428216704,Transporter,-284.9692481,0,-9.007016488,5.25E-19,-1.730321351,0.041786439,0,0,0,4.83E-18,0.12528449,0
Oligo,HMDB0000122,D-Glucose,Oligo,SLC2A3,0.143806181,0.508396947,0.094656489,Transporter,-147.2831706,0,-4.655175794,1.84E-06,-1.730321351,0.041786439,0,0,0,8.58E-06,0.12528449,0
Oligo,HMDB0000122,D-Glucose,NK,SLC2A6,0.022653582,0.508396947,0.012333333,Transporter,-165.634094,0,-5.235193009,1.00E-07,-1.730321351,0.041786439,0,0,0,5.17E-07,0.12528449,0
Fibro,HMDB0000122,D-Glucose,Oligo,SLC2A6,0.019581103,0.439277652,0.050381679,Transporter,-327.5951064,0,-10.35429101,3.09E-24,-1.730321351,0.041786439,0,0,0,3.28E-23,0.12528449,0
Fibro,HMDB0000122,D-Glucose,Endo,SLC2A6,0.015900962,0.439277652,0.03654485,Transporter,-337.7039305,0,-10.67380039,1.46E-25,-1.730321351,0.041786439,0,0,0,1.62E-24,0.12528449,0
Fibro,HMDB0000122,D-Glucose,Fibro,SLC2A6,0.014372241,0.439277652,0.044469526,Transporter,-328.9124356,0,-10.39592781,2.08E-24,-1.730321351,0.041786439,0,0,0,2.23E-23,0.12528449,0
pDC,HMDB0000097,Choline,Epi,SLC22A5,0.151868693,0.826945412,0.053166667,Transporter,-1640.006721,0,-51.83565481,9.16E-286,-1.730321351,0.041786439,0,0,0,7.73E-284,0.12528449,0
pDC,HMDB0000097,Choline,Fibro,SLC22A5,0.115565769,0.826945412,0.028216704,Transporter,-1064.328291,0,-33.64019989,8.47E-167,-1.730321351,0.041786439,0,0,0,3.73E-165,0.12528449,0
Endo,HMDB0000122,D-Glucose,Mast,SLC2A6,0.059540767,0.35168486,0.156671449,Transporter,-621.5292591,0,-19.64466104,3.31E-73,-1.730321351,0.041786439,0,0,0,7.36E-72,0.12528449,0
Endo,HMDB0000122,D-Glucose,pDC,SLC2A6,0.054234953,0.35168486,0.195121951,Transporter,-530.8005755,0,-16.77700161,3.81E-56,-1.730321351,0.041786439,0,0,0,6.85E-55,0.12528449,0
Fibro,HMDB0000122,D-Glucose,Myeloid,SLC2A6,0.049208439,0.439277652,0.158166667,Transporter,-775.6153841,0,-24.51485765,1.38E-104,-1.730321351,0.041786439,0,0,0,4.09E-103,0.12528449,0
Oligo,HMDB0000122,D-Glucose,Endo,SLC2A6,0.048370095,0.508396947,0.03654485,Transporter,-282.5357168,0,-8.93009992,1.00E-18,-1.730321351,0.041786439,0,0,0,9.11E-18,0.12528449,0
Endo,HMDB0000122,D-Glucose,Epi,SLC2A6,0.004181848,0.35168486,0.026833333,Transporter,-139.2008109,0,-4.399716837,6.00E-06,-1.730321351,0.041786439,0,0,0,2.65E-05,0.12528449,0
Myeloid,HMDB0000097,Choline,Oligo,SLC22A5,0.046535244,0.719666667,0.015267176,Transporter,-146.6387717,0,-4.634808295,2.02E-06,-1.730321351,0.041786439,0,0,0,9.40E-06,0.12528449,0
Myeloid,HMDB0000097,Choline,T,SLC22A5,0.045246397,0.719666667,0.011166667,Transporter,-442.2919106,0,-13.97951027,5.42E-41,-1.730321351,0.041786439,0,0,0,7.95E-40,0.12528449,0
NK,HMDB0001256,Spermine,Myeloid,SLC22A4,0.065965802,0.185,0.031,Transporter,-276.7716981,0,-8.747916715,4.55E-18,-1.730321351,0.041786439,0,0,0,4.03E-17,0.12528449,0
Mast,HMDB0001256,Spermine,Myeloid,SLC22A4,0.064568389,0.198852224,0.031,Transporter,-262.9803687,0,-8.31201448,1.52E-16,-1.730321351,0.041786439,0,0,0,1.27E-15,0.12528449,0
Endo,HMDB0001256,Spermine,Myeloid,SLC22A4,0.05928329,0.273849075,0.031,Transporter,-223.8771089,0,-7.076078647,1.39E-12,-1.730321351,0.041786439,0,0,0,9.69E-12,0.12528449,0
pDC,HMDB0001256,Spermine,Epi,SLC22A4,0.047294092,0.355400697,0.014666667,Transporter,-142.2941355,0,-4.497487477,3.84E-06,-1.730321351,0.041786439,0,0,0,1.74E-05,0.12528449,0
Endo,HMDB0000538,Adenosine triphosphate,Epi,P2RX5,0.00079783,0.49833887,0.012,Receptor,-138.0711882,0,-4.36401288,7.05E-06,-1.730321351,0.041786439,0,0,0,3.09E-05,0.12528449,0
Epi,HMDB0000097,Choline,Epi,SLC22A5,0.030084196,0.4765,0.053166667,Transporter,-193.0208718,0,-6.100806269,7.54E-10,-1.730321351,0.041786439,0,0,0,4.52E-09,0.12528449,0
Fibro,HMDB0000097,Choline,Endo,SLC22A5,0.029963066,0.588713318,0.013289037,Transporter,-109.8710489,0,-3.472691721,0.000268673,-1.730321351,0.041786439,0,0,0,0.000998324,0.12528449,0
Endo,HMDB0000122,D-Glucose,NK,SLC2A6,0.004961151,0.35168486,0.012333333,Transporter,-145.5228962,0,-4.599538842,2.39E-06,-1.730321351,0.041786439,0,0,0,1.10E-05,0.12528449,0
Endo,HMDB0000538,Adenosine triphosphate,NK,P2RX5,0.002258513,0.49833887,0.017333333,Receptor,-157.1351683,0,-4.966567659,4.01E-07,-1.730321351,0.041786439,0,0,0,1.97E-06,0.12528449,0
Oligo,HMDB0000122,D-Glucose,Fibro,SLC2A6,0.043719788,0.508396947,0.044469526,Transporter,-263.8637027,0,-8.339933998,1.22E-16,-1.730321351,0.041786439,0,0,0,1.02E-15,0.12528449,0
Endo,HMDB0000122,D-Glucose,Fibro,SLC2A6,0.009574665,0.35168486,0.044469526,Transporter,-185.1092309,0,-5.850743214,3.31E-09,-1.730321351,0.041786439,0,0,0,1.90E-08,0.12528449,0
Fibro,HMDB0000122,D-Glucose,NK,SLC2A6,0.007447034,0.439277652,0.012333333,Transporter,-245.7741113,0,-7.768176697,9.84E-15,-1.730321351,0.041786439,0,0,0,7.69E-14,0.12528449,0
Fibro,HMDB0000122,D-Glucose,Epi,SLC2A6,0.006277246,0.439277652,0.026833333,Transporter,-230.6943232,0,-7.291550183,3.11E-13,-1.730321351,0.041786439,0,0,0,2.24E-12,0.12528449,0
Endo,HMDB0000122,D-Glucose,Endo,SLC2A6,0.010593086,0.35168486,0.03654485,Transporter,-192.5155528,0,-6.08483466,8.30E-10,-1.730321351,0.041786439,0,0,0,4.96E-09,0.12528449,0
Fibro,HMDB0000097,Choline,Myeloid,SLC22A5,0.044356994,0.588713318,0.031333333,Transporter,-412.8305135,0,-13.04832457,2.39E-36,-1.730321351,0.041786439,0,0,0,3.26E-35,0.12528449,0
Myeloid,HMDB0000097,Choline,Endo,SLC22A5,0.042190302,0.719666667,0.013289037,Transporter,-228.1569051,0,-7.211350065,5.46E-13,-1.730321351,0.041786439,0,0,0,3.88E-12,0.12528449,0
Fibro,HMDB0000097,Choline,T,SLC22A5,0.03213347,0.588713318,0.011166667,Transporter,-221.4154544,0,-6.998273188,2.37E-12,-1.730321351,0.041786439,0,0,0,1.63E-11,0.12528449,0
Endo,HMDB0000122,D-Glucose,Oligo,SLC2A6,0.013044764,0.35168486,0.050381679,Transporter,-187.3741172,0,-5.922329426,2.18E-09,-1.730321351,0.041786439,0,0,0,1.27E-08,0.12528449,0
Endo,HMDB0000122,D-Glucose,Oligo,SLC2A3,0.031493657,0.35168486,0.094656489,Transporter,-137.0012329,0,-4.330194826,8.20E-06,-1.730321351,0.041786439,0,0,0,3.57E-05,0.12528449,0
Fibro,HMDB0000097,Choline,Fibro,SLC22A5,0.054699113,0.588713318,0.028216704,Transporter,-489.5529395,0,-15.47328853,7.10E-49,-1.730321351,0.041786439,0,0,0,1.16E-47,0.12528449,0
Myeloid,HMDB0001452,Thromboxane A2,Fibro,TBXA2R,0.24520719,0.388333333,0.038148984,Receptor,-2115.081709,0,-66.85133907,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Fibro,HMDB0000538,Adenosine triphosphate,Myeloid,P2RY11,0.023370302,0.572911964,0.081333333,Receptor,-1381.54352,0,-43.66641433,3.78E-234,-1.730321351,0.041786439,0,0,0,2.42E-232,0.12528449,0
Endo,HMDB0000538,Adenosine triphosphate,Myeloid,P2RY11,0.004699093,0.49833887,0.081333333,Receptor,-285.9691234,0,-9.038619523,4.02E-19,-1.730321351,0.041786439,0,0,0,3.71E-18,0.12528449,0
Epi,HMDB0000538,Adenosine triphosphate,Fibro,P2RY11,0.004108326,0.582166667,0.013318284,Receptor,-409.7752815,0,-12.95175792,7.04E-36,-1.730321351,0.041786439,0,0,0,9.53E-35,0.12528449,0
Endo,HMDB0001452,Thromboxane A2,Fibro,TBXA2R,0.040234651,0.045087803,0.038148984,Receptor,-165.2400819,0,-5.222739477,1.07E-07,-1.730321351,0.041786439,0,0,0,5.51E-07,0.12528449,0
NK,HMDB0001452,Thromboxane A2,Fibro,TBXA2R,0.034446475,0.031666667,0.038148984,Receptor,-120.4373115,0,-3.806659341,7.47E-05,-1.730321351,0.041786439,0,0,0,0.000295397,0.12528449,0
Epi,HMDB0000538,Adenosine triphosphate,Epi,P2RY11,0.007161738,0.582166667,0.027,Receptor,-597.0306862,0,-18.8703352,1.80E-68,-1.730321351,0.041786439,0,0,0,3.80E-67,0.12528449,0
Epi,HMDB0000538,Adenosine triphosphate,B,P2RY11,0.006975153,0.582166667,0.0115,Receptor,-596.8846208,0,-18.86571852,1.92E-68,-1.730321351,0.041786439,0,0,0,4.05E-67,0.12528449,0
Fibro,HMDB0000538,Adenosine triphosphate,Epi,P2RY11,0.006229446,0.572911964,0.027,Receptor,-481.3156653,0,-15.21293319,1.82E-47,-1.730321351,0.041786439,0,0,0,2.92E-46,0.12528449,0
Fibro,HMDB0000538,Adenosine triphosphate,B,P2RY11,0.00606715,0.572911964,0.0115,Receptor,-490.4294345,0,-15.50099189,5.01E-49,-1.730321351,0.041786439,0,0,0,8.19E-48,0.12528449,0
Epi,HMDB0000538,Adenosine triphosphate,Endo,P2RY11,0.005549307,0.582166667,0.011390603,Receptor,-398.2866815,0,-12.58863801,3.88E-34,-1.730321351,0.041786439,0,0,0,5.08E-33,0.12528449,0
Epi,HMDB0000538,Adenosine triphosphate,Myeloid,P2RY11,0.026867877,0.582166667,0.081333333,Receptor,-1792.062276,0,-56.64167126,1.7949730127e-314,-1.730321351,0.041786439,0,0,0,1.76301503623e-312,0.12528449,0
Endo,HMDB0000305,Vitamin A,Epi,STRA6,0.004572831,0.058376839,0.092,Transporter,-200.1801383,0,-6.32708904,1.88E-10,-1.730321351,0.041786439,0,0,0,1.17E-09,0.12528449,0
pDC,HMDB0001452,Thromboxane A2,Endo,TBXA2R,0.157892199,0.108013937,0.070716659,Receptor,-730.2990749,0,-23.08254611,4.01E-95,-1.730321351,0.041786439,0,0,0,1.10E-93,0.12528449,0
Mast,HMDB0001452,Thromboxane A2,Fibro,TBXA2R,0.139763629,0.141176471,0.038148984,Receptor,-1080.897211,0,-34.16389335,2.18E-170,-1.730321351,0.041786439,0,0,0,9.77E-169,0.12528449,0
Endo,HMDB0001452,Thromboxane A2,Endo,TBXA2R,0.091384238,0.045087803,0.070716659,Receptor,-405.9153474,0,-12.82975708,2.73E-35,-1.730321351,0.041786439,0,0,0,3.66E-34,0.12528449,0
pDC,HMDB0001452,Thromboxane A2,Fibro,TBXA2R,0.069516774,0.108013937,0.038148984,Receptor,-359.9382359,0,-11.37655957,1.38E-28,-1.730321351,0.041786439,0,0,0,1.63E-27,0.12528449,0
Epi,HMDB0001452,Thromboxane A2,Endo,TBXA2R,0.055317687,0.059333333,0.070716659,Receptor,-199.1890035,0,-6.295762265,2.29E-10,-1.730321351,0.041786439,0,0,0,1.41E-09,0.12528449,0
B,HMDB0001452,Thromboxane A2,Endo,TBXA2R,0.054711562,0.027333333,0.070716659,Receptor,-198.3658637,0,-6.269745302,2.69E-10,-1.730321351,0.041786439,0,0,0,1.65E-09,0.12528449,0
NK,HMDB0001452,Thromboxane A2,Endo,TBXA2R,0.078237658,0.031666667,0.070716659,Receptor,-337.0520878,0,-10.65319761,1.78E-25,-1.730321351,0.041786439,0,0,0,1.97E-24,0.12528449,0
T,HMDB0001452,Thromboxane A2,Endo,TBXA2R,0.054188311,0.026333333,0.070716659,Receptor,-194.4099857,0,-6.144711959,5.78E-10,-1.730321351,0.041786439,0,0,0,3.49E-09,0.12528449,0
Myeloid,HMDB0001452,Thromboxane A2,Endo,TBXA2R,0.55693468,0.388333333,0.070716659,Receptor,-3171.343208,0,-100.236572,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Mast,HMDB0001452,Thromboxane A2,Endo,TBXA2R,0.317442617,0.141176471,0.070716659,Receptor,-1733.07384,0,-54.7772251,1.75E-303,-1.730321351,0.041786439,0,0,0,1.61E-301,0.12528449,0
Endo,HMDB0000538,Adenosine triphosphate,NK,P2RY11,0.003464844,0.49833887,0.027,Receptor,-241.1642367,0,-7.622472499,2.89E-14,-1.730321351,0.041786439,0,0,0,2.20E-13,0.12528449,0
pDC,HMDB0000097,Choline,Myeloid,SLC22A5,0.093715416,0.826945412,0.031333333,Transporter,-907.8350728,0,-28.69392232,7.44E-133,-1.730321351,0.041786439,0,0,0,2.63E-131,0.12528449,0
Fibro,HMDB0000122,D-Glucose,B,SLC2A6,0.035114632,0.439277652,0.0655,Transporter,-593.8923889,0,-18.77114311,7.16E-68,-1.730321351,0.041786439,0,0,0,1.50E-66,0.12528449,0
Endo,HMDB0000122,D-Glucose,Myeloid,SLC2A6,0.032782244,0.35168486,0.158166667,Transporter,-395.2271611,0,-12.49193582,1.11E-33,-1.730321351,0.041786439,0,0,0,1.45E-32,0.12528449,0
Endo,HMDB0000122,D-Glucose,B,SLC2A6,0.02339307,0.35168486,0.0655,Transporter,-309.7772843,0,-9.791123518,5.59E-22,-1.730321351,0.041786439,0,0,0,5.57E-21,0.12528449,0
Oligo,HMDB0000122,D-Glucose,Epi,SLC2A6,0.019095134,0.508396947,0.026833333,Transporter,-147.9042451,0,-4.674806082,1.67E-06,-1.730321351,0.041786439,0,0,0,7.84E-06,0.12528449,0
Fibro,HMDB0000122,D-Glucose,Mast,SLC2A6,0.089374851,0.439277652,0.156671449,Transporter,-1282.608588,0,-40.53938022,1.57E-213,-1.730321351,0.041786439,0,0,0,8.88E-212,0.12528449,0
Fibro,HMDB0000122,D-Glucose,pDC,SLC2A6,0.081410453,0.439277652,0.195121951,Transporter,-991.9349908,0,-31.3520665,4.34E-151,-1.730321351,0.041786439,0,0,0,1.71E-149,0.12528449,0
Oligo,HMDB0000122,D-Glucose,Oligo,SLC2A6,0.059564938,0.508396947,0.050381679,Transporter,-325.6018587,0,-10.29129048,5.59E-24,-1.730321351,0.041786439,0,0,0,5.88E-23,0.12528449,0
pDC,HMDB0000097,Choline,Endo,SLC22A5,0.063304589,0.826945412,0.013289037,Transporter,-383.0001659,0,-12.10547746,7.10E-32,-1.730321351,0.041786439,0,0,0,8.96E-31,0.12528449,0
Myeloid,HMDB0000097,Choline,Myeloid,SLC22A5,0.062458059,0.719666667,0.031333333,Transporter,-711.6611454,0,-22.4934575,2.80E-91,-1.730321351,0.041786439,0,0,0,7.40E-90,0.12528449,0
Epi,HMDB0000538,Adenosine triphosphate,Oligo,P2RX6,0.014017942,0.582166667,0.030534351,Receptor,-1862.868838,0,-58.87965263,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Myeloid,HMDB0000097,Choline,Epi,SLC22A5,0.101215191,0.719666667,0.053166667,Transporter,-1376.437399,0,-43.50502531,4.27E-233,-1.730321351,0.041786439,0,0,0,2.72E-231,0.12528449,0
Endo,HMDB0000097,Choline,Epi,SLC22A5,0.027366862,0.384432843,0.053166667,Transporter,-132.4503201,0,-4.186354228,1.54E-05,-1.730321351,0.041786439,0,0,0,6.52E-05,0.12528449,0
Fibro,HMDB0000122,D-Glucose,Epi,SLC2A3,0.054608072,0.439277652,0.105166667,Transporter,-249.2258506,0,-7.877275743,4.35E-15,-1.730321351,0.041786439,0,0,0,3.45E-14,0.12528449,0
Fibro,HMDB0000097,Choline,Epi,SLC22A5,0.071881862,0.588713318,0.053166667,Transporter,-885.0322812,0,-27.97319501,6.23E-128,-1.730321351,0.041786439,0,0,0,2.12E-126,0.12528449,0
pDC,HMDB0000097,Choline,Oligo,SLC22A5,0.069823973,0.826945412,0.015267176,Transporter,-259.6241416,0,-8.205934287,3.50E-16,-1.730321351,0.041786439,0,0,0,2.88E-15,0.12528449,0
pDC,HMDB0000097,Choline,T,SLC22A5,0.067890118,0.826945412,0.011166667,Transporter,-584.8783478,0,-18.48623652,3.72E-66,-1.730321351,0.041786439,0,0,0,7.69E-65,0.12528449,0
Endo,HMDB0000538,Adenosine triphosphate,Fibro,P2RY6,0.000557952,0.49833887,0.010835214,Receptor,-136.9549437,0,-4.328731765,8.25E-06,-1.730321351,0.041786439,0,0,0,3.59E-05,0.12528449,0
